genero,ano_ingresso,ieg,ida,atingiu_pv,ipv,ian,ano,ipp,matematica,portugues,defasagem,tipo_estudante,piorou_defasagem
masculino,2021,9.3,7.1,nao,7.389,5.0,2022,7.75,7.8,6.3,-1.0,veterano,False
masculino,2021,8.5,6.9,nao,7.333333333,5.0,2023,5.833333333,6.2,7.5,-1.0,veterano,False
feminino,2020,8.5,8.4,nao,7.778,5.0,2022,7.3125,7.2,9.7,-1.0,veterano,False
feminino,2020,9.2,7.6,nao,8.95,10.0,2023,7.916666667,5.5,9.7,0.0,veterano,False
masculino,2022,9.4,7.8,nao,6.889,5.0,2022,7.4791666668,6.0,9.5,-1.0,ingressante,False
masculino,2022,7.1,5.8,nao,7.336666667,5.0,2023,6.875,6.2,5.3,-1.0,veterano,False
masculino,2018,5.5,1.0,nao,6.0,5.0,2022,6.3145833334,2.0,0.0,-2.0,veterano,False
masculino,2022,10.0,8.0,nao,7.056,10.0,2022,8.4479166666,6.5,9.5,0.0,ingressante,True
masculino,2022,9.6,8.5,nao,8.56,5.0,2023,9.0625,7.8,9.2,-1.0,veterano,False
masculino,2022,9.2,9.1,sim,8.556,5.0,2022,7.604166666599999,8.3,9.8,-1.0,ingressante,False
masculino,2022,9.5,8.5,nao,9.286666667,10.0,2023,8.333333333,8.2,8.7,0.0,veterano,False
feminino,2021,4.5,3.3,nao,7.222,5.0,2022,6.7333333334,2.3,5.3,-1.0,veterano,False
feminino,2021,8.4,3.9,nao,6.833,10.0,2022,7.677083333400001,2.8,5.0,0.0,veterano,True
feminino,2021,8.4,7.2,nao,8.056666667,5.0,2023,8.28125,6.5,7.8,-1.0,veterano,False
masculino,2021,9.7,5.7,nao,7.167,10.0,2022,7.5,5.3,6.0,1.0,veterano,True
masculino,2021,10.0,8.7,nao,8.336666667,10.0,2023,9.0625,8.0,9.3,0.0,veterano,True
masculino,2019,9.7,8.6,nao,7.667,5.0,2022,7.9583333332,8.3,8.8,-1.0,veterano,False
masculino,2019,9.6,8.1,sim,9.51,5.0,2023,8.75,7.3,8.8,-1.0,veterano,False
feminino,2022,9.5,7.5,nao,8.0,5.0,2022,7.625,6.7,8.3,-1.0,ingressante,False
masculino,2022,8.9,7.0,nao,7.78,10.0,2023,7.708333333,5.7,8.2,0.0,veterano,False
feminino,2021,9.0,8.8,nao,8.333,5.0,2022,7.6625,8.0,9.7,-1.0,veterano,False
feminino,2021,9.3,7.5,nao,8.616666667,10.0,2023,8.125,6.0,9.0,0.0,veterano,False
feminino,2021,9.3,7.1,nao,7.556,5.0,2022,7.6041666668,6.2,8.0,-2.0,veterano,False
feminino,2021,9.5,6.8,nao,7.84,5.0,2023,7.291666667,4.8,8.8,-1.0,veterano,False
masculino,2022,9.0,1.8,nao,6.111,5.0,2022,6.2708333332,2.0,1.5,-1.0,ingressante,False
masculino,2022,8.5,6.0,nao,8.223333333,5.0,2023,7.65625,4.7,7.2,-1.0,veterano,False
masculino,2022,8.1,4.0,nao,7.444,5.0,2022,7.0416666668,3.0,5.0,-1.0,ingressante,False
masculino,2022,7.5,6.8,nao,8.17,5.0,2023,7.96875,4.8,8.7,-1.0,veterano,False
masculino,2022,9.6,6.3,nao,7.222,5.0,2022,7.03125,3.0,9.5,-1.0,ingressante,False
masculino,2022,7.5,6.2,nao,8.113333333,5.0,2023,7.96875,6.0,6.3,-1.0,veterano,False
masculino,2019,7.6,6.0,nao,7.056,5.0,2022,7.3125,6.5,5.5,-1.0,veterano,False
masculino,2021,7.4,5.8,nao,7.875,10.0,2022,7.40625,1.7,6.3,0.0,veterano,False
feminino,2022,9.6,6.5,sim,8.5,10.0,2022,8.4270833334,6.0,7.0,0.0,ingressante,False
feminino,2022,10.0,7.0,nao,8.896666667,10.0,2023,8.541666667,6.3,7.7,0.0,veterano,False
feminino,2021,9.2,7.9,nao,7.167,5.0,2022,7.833333333400001,9.7,6.2,-1.0,veterano,False
feminino,2021,9.7,9.7,nao,9.286666667,5.0,2023,9.0625,9.3,10.0,-1.0,veterano,False
masculino,2020,9.2,9.2,sim,8.556,5.0,2022,8.266666666599999,9.2,9.2,-2.0,veterano,False
masculino,2020,9.4,4.8,nao,7.2125,5.0,2023,6.71875,4.3,6.2,-1.0,veterano,False
masculino,2021,9.7,9.6,nao,8.278,5.0,2022,8.1666666666,9.8,9.3,-2.0,veterano,False
masculino,2021,9.1,8.6,nao,8.563333333,5.0,2023,8.333333333,8.8,8.3,-1.0,veterano,False
feminino,2020,9.7,7.3,nao,6.889,10.0,2022,7.875,7.8,6.7,0.0,veterano,True
masculino,2019,7.4,8.8,nao,7.278,5.0,2022,8.0875,9.2,8.5,-2.0,veterano,False
masculino,2019,6.6,6.8,nao,6.783333333,5.0,2023,5.833333333,5.5,8.0,-1.0,veterano,False
feminino,2021,8.9,6.3,nao,6.778,5.0,2022,7.197916666599999,4.5,8.0,-1.0,veterano,False
masculino,2020,8.3,6.7,nao,7.333,5.0,2022,7.729166666599999,6.8,6.5,-2.0,veterano,False
masculino,2020,9.2,6.2,nao,7.95,5.0,2023,8.125,4.5,7.8,-2.0,veterano,False
feminino,2021,8.0,9.0,nao,7.333,5.0,2022,7.3875,9.2,8.8,-1.0,veterano,False
masculino,2022,9.4,9.3,nao,7.25,5.0,2022,7.7395833332,8.5,10.0,-2.0,ingressante,False
feminino,2022,9.8,7.5,nao,8.215,10.0,2023,8.25,9.3,6.8,0.0,veterano,False
masculino,2021,7.5,6.8,nao,6.833,5.0,2022,6.625,8.5,5.0,-2.0,veterano,False
masculino,2021,8.4,6.2,nao,7.503333333,5.0,2023,6.875,5.2,7.2,-1.0,veterano,False
masculino,2022,9.0,8.3,nao,7.389,5.0,2022,7.739583333400001,9.3,7.2,-2.0,ingressante,False
masculino,2022,9.5,7.3,nao,7.446666667,5.0,2023,7.291666667,5.8,8.8,-2.0,veterano,False
masculino,2022,8.9,6.8,nao,7.722,5.0,2022,7.71875,8.0,5.5,-1.0,ingressante,False
masculino,2022,9.2,8.6,nao,8.39,5.0,2023,8.90625,8.3,8.8,-1.0,veterano,False
masculino,2021,7.6,1.3,nao,7.278,5.0,2022,6.604166666599999,2.5,0.0,-1.0,veterano,False
masculino,2021,9.2,6.5,nao,7.613333333,5.0,2023,7.291666667,4.7,8.3,-1.0,veterano,False
masculino,2022,7.6,9.2,nao,7.333,5.0,2022,8.25,9.3,9.0,-1.0,ingressante,True
masculino,2022,8.9,9.4,nao,8.45,5.0,2023,8.28125,9.0,9.7,-2.0,veterano,False
masculino,2022,10.0,7.0,nao,7.278,10.0,2022,7.9083333334,5.0,9.0,0.0,ingressante,True
feminino,2022,9.4,7.5,nao,7.95,5.0,2023,7.916666667,7.0,8.0,-1.0,veterano,False
masculino,2018,9.1,8.7,sim,9.417,5.0,2022,8.1041666666,8.2,8.2,-1.0,veterano,False
masculino,2022,9.2,7.3,nao,7.278,10.0,2022,7.958333333400001,6.5,8.0,0.0,ingressante,True
masculino,2022,8.6,5.7,nao,8.673333333,5.0,2023,8.28125,4.2,7.2,-1.0,veterano,False
masculino,2022,6.8,7.0,nao,7.222,5.0,2022,7.46875,7.3,6.7,-2.0,ingressante,False
masculino,2022,6.4,7.0,nao,6.78,5.0,2023,7.916666667,6.0,8.0,-1.0,veterano,False
feminino,2022,9.3,6.3,nao,6.722,5.0,2022,7.1875,5.5,7.2,-1.0,ingressante,False
feminino,2022,9.1,7.4,nao,8.563333333,10.0,2023,8.333333333,6.8,8.0,0.0,veterano,False
feminino,2020,8.9,7.7,nao,7.833,5.0,2022,7.425,6.8,8.5,-1.0,veterano,False
feminino,2020,8.1,7.2,nao,7.286666667,5.0,2023,8.541666667,5.3,9.0,-1.0,veterano,False
masculino,2022,8.0,7.3,nao,7.389,5.0,2022,7.395833333400001,7.3,7.3,-1.0,ingressante,False
masculino,2022,8.3,9.0,nao,7.446666667,5.0,2023,8.333333333,9.2,8.7,-1.0,veterano,False
feminino,2021,9.0,5.8,nao,7.0,5.0,2022,6.708333333400001,4.8,6.8,-1.0,veterano,False
feminino,2021,9.5,8.5,nao,8.17,5.0,2023,8.333333333,8.7,8.2,-1.0,veterano,False
feminino,2020,9.3,3.9,nao,6.278,10.0,2022,7.0020833334,2.0,5.8,0.0,veterano,True
feminino,2020,9.4,6.5,nao,7.946666667,5.0,2023,8.333333333,6.8,6.2,-1.0,veterano,False
feminino,2021,7.4,5.5,nao,6.611,5.0,2022,7.291666666599999,3.2,7.8,-1.0,veterano,False
feminino,2021,8.1,6.3,nao,7.62,10.0,2023,8.125,4.8,7.8,0.0,veterano,False
masculino,2019,8.1,7.5,nao,8.25,5.0,2022,7.552083333400001,4.8,8.2,-1.0,veterano,False
feminino,2019,9.2,6.7,nao,7.9625,5.0,2023,7.34375,7.0,6.0,-1.0,veterano,False
feminino,2022,8.4,4.8,nao,6.778,5.0,2022,7.427083333400001,2.5,7.0,-1.0,ingressante,True
feminino,2021,9.7,7.3,nao,7.778,5.0,2022,7.802083333400001,7.0,7.7,-1.0,veterano,False
feminino,2021,9.2,6.5,nao,9.173333333,10.0,2023,8.75,5.7,7.2,0.0,veterano,False
masculino,2022,8.0,6.2,nao,6.722,5.0,2022,7.3020833332,6.3,6.0,-1.0,ingressante,False
masculino,2022,8.2,7.1,nao,7.613333333,5.0,2023,6.041666667,7.0,7.2,-1.0,veterano,False
feminino,2021,8.0,8.8,nao,8.278,5.0,2022,7.7708333332,9.7,8.0,-1.0,veterano,False
feminino,2022,8.1,2.0,nao,6.833,5.0,2022,6.0833333332,4.0,0.0,-1.0,ingressante,False
feminino,2022,8.5,7.3,nao,8.116666667,5.0,2023,8.125,6.5,8.0,-1.0,veterano,False
masculino,2019,9.8,8.4,sim,8.389,5.0,2022,8.3541666666,8.8,8.0,-2.0,veterano,False
masculino,2019,8.9,8.4,nao,8.783333333,5.0,2023,8.958333333,8.2,8.5,-1.0,veterano,False
masculino,2022,8.6,3.3,nao,7.278,5.0,2022,6.822916666599999,1.5,5.2,-1.0,ingressante,False
feminino,2019,8.9,7.4,nao,7.611,5.0,2022,7.604166666599999,6.3,8.5,-2.0,veterano,False
feminino,2019,9.3,6.5,nao,8.836666667,5.0,2023,8.75,3.8,9.2,-1.0,veterano,False
feminino,2022,9.3,7.8,nao,8.333,5.0,2022,7.6958333334,7.7,7.8,-1.0,ingressante,False
feminino,2022,8.2,9.3,nao,7.95,10.0,2023,8.75,9.8,8.7,0.0,veterano,False
feminino,2022,9.6,7.8,nao,7.5,10.0,2022,8.21875,7.0,8.5,0.0,ingressante,True
feminino,2022,9.4,7.0,nao,8.446666667,5.0,2023,8.125,6.2,7.8,-1.0,veterano,False
feminino,2022,9.6,9.3,nao,7.5,5.0,2022,8.15625,9.5,9.0,-1.0,ingressante,False
feminino,2022,9.8,7.9,nao,9.06,5.0,2023,9.166666667,7.7,8.0,-1.0,veterano,False
feminino,2019,9.2,8.3,sim,8.389,5.0,2022,7.71875,8.3,8.2,-2.0,veterano,False
feminino,2019,9.9,8.3,nao,8.896666667,5.0,2023,9.166666667,7.2,9.3,-1.0,veterano,False
feminino,2020,7.5,6.3,nao,7.5,5.0,2022,6.739583333400001,5.0,7.5,-1.0,veterano,False
feminino,2020,8.9,7.3,nao,7.173333333,5.0,2023,8.541666667,5.8,8.8,-1.0,veterano,False
feminino,2021,9.8,9.0,nao,7.5,5.0,2022,8.2291666666,9.0,9.0,-2.0,veterano,False
feminino,2021,10.0,8.2,nao,8.73,5.0,2023,8.75,7.0,9.3,-1.0,veterano,False
feminino,2022,9.3,5.6,nao,7.917,5.0,2022,7.75,4.7,6.5,-1.0,ingressante,False
feminino,2022,9.5,6.1,nao,9.173333333,10.0,2023,7.916666667,5.3,6.8,0.0,veterano,False
masculino,2022,8.3,7.8,nao,7.917,5.0,2022,7.083333333400001,8.3,7.3,-1.0,ingressante,False
feminino,2022,8.8,6.8,nao,6.083,5.0,2022,7.3333333332,5.7,7.8,-1.0,ingressante,False
feminino,2022,7.6,6.7,nao,6.72,5.0,2023,7.291666667,4.3,9.0,-1.0,veterano,False
masculino,2022,8.7,5.8,nao,5.25,5.0,2022,7.5625,5.0,6.5,-1.0,ingressante,False
masculino,2022,7.4,7.0,nao,7.393333333,5.0,2023,6.666666667,6.7,7.3,-1.0,veterano,False
feminino,2022,8.8,6.3,nao,7.167,5.0,2022,7.125,5.0,7.5,-1.0,ingressante,False
feminino,2022,9.6,8.0,nao,8.116666667,5.0,2023,7.916666667,8.0,8.0,-1.0,veterano,False
feminino,2022,7.4,6.8,nao,7.25,5.0,2022,7.541666666599999,6.5,7.0,-1.0,ingressante,False
feminino,2022,4.9,5.2,nao,8.226666667,5.0,2023,8.28125,5.0,5.3,-1.0,veterano,False
masculino,2022,9.1,7.8,sim,8.833,5.0,2022,7.25,8.0,7.5,-1.0,ingressante,False
masculino,2022,9.1,7.1,sim,9.62,10.0,2023,8.541666667,6.7,7.5,0.0,veterano,False
masculino,2021,5.6,4.5,nao,5.833,5.0,2022,6.625,3.7,5.3,-1.0,veterano,False
masculino,2021,6.9,5.2,nao,7.836666667,5.0,2023,7.083333333,3.0,7.3,-1.0,veterano,False
masculino,2022,3.3,2.8,nao,3.75,5.0,2022,6.30625,2.8,2.8,-1.0,ingressante,False
masculino,2022,9.7,6.0,nao,7.833,5.0,2022,7.166666666599999,5.0,7.0,-1.0,ingressante,False
masculino,2022,7.8,5.0,nao,7.06,10.0,2023,7.708333333,3.3,6.7,0.0,veterano,False
feminino,2022,8.8,6.9,nao,8.167,5.0,2022,8.0125,6.5,7.3,-1.0,ingressante,False
feminino,2022,8.7,7.0,sim,9.343333333,10.0,2023,8.958333333,5.8,8.2,0.0,veterano,False
masculino,2021,8.2,8.8,nao,7.417,5.0,2022,7.8666666666,8.8,8.8,-1.0,veterano,True
feminino,2021,8.5,8.8,nao,6.75,5.0,2022,7.1375,8.5,9.1,-1.0,veterano,True
feminino,2021,9.5,6.4,nao,6.43,5.0,2023,5.625,6.0,6.7,-2.0,veterano,False
masculino,2022,8.7,8.0,nao,6.333,10.0,2022,7.4875,8.9,7.0,0.0,ingressante,True
masculino,2022,6.6,7.4,nao,7.083,10.0,2022,7.1333333334,8.8,5.9,0.0,ingressante,False
feminino,2021,9.4,7.3,sim,8.583,10.0,2022,8.1354166666,7.7,6.8,0.0,veterano,True
masculino,2022,10.0,7.3,sim,9.5,5.0,2022,7.697916666599999,7.5,7.0,-1.0,ingressante,False
masculino,2020,8.2,6.3,nao,7.833,5.0,2022,7.71875,6.7,5.8,-2.0,veterano,False
feminino,2019,8.8,7.4,nao,7.75,5.0,2022,7.59375,8.0,6.8,-2.0,veterano,False
feminino,2019,9.1,6.4,nao,7.78,5.0,2023,6.875,5.2,7.5,-1.0,veterano,False
masculino,2022,8.5,6.5,nao,8.0,5.0,2022,7.375,6.5,6.5,-2.0,ingressante,False
masculino,2022,7.8,8.3,nao,8.18,5.0,2023,5.625,8.8,7.8,-2.0,veterano,False
masculino,2022,7.5,9.3,nao,7.917,10.0,2022,8.125,9.0,9.6,0.0,ingressante,False
masculino,2022,8.1,6.5,nao,5.84,10.0,2023,6.875,8.3,4.7,0.0,veterano,False
feminino,2022,8.6,8.8,nao,8.083,5.0,2022,7.6875,9.2,8.5,-1.0,ingressante,False
feminino,2022,9.0,8.0,nao,8.56,5.0,2023,7.5,7.3,8.7,-1.0,veterano,False
masculino,2022,9.0,8.3,nao,8.0,5.0,2022,8.1770833334,9.0,7.5,-1.0,ingressante,False
masculino,2022,9.0,6.9,nao,8.226666667,5.0,2023,7.5,6.7,7.0,-1.0,veterano,False
masculino,2022,9.7,7.9,nao,7.917,5.0,2022,7.541666666599999,8.0,7.8,-1.0,ingressante,False
masculino,2022,9.3,8.6,nao,8.06,5.0,2023,7.5,8.2,9.0,-1.0,veterano,False
feminino,2022,9.5,7.0,nao,7.417,5.0,2022,7.15625,7.2,6.8,-1.0,ingressante,True
feminino,2022,9.8,9.1,sim,10.0,5.0,2023,7.5,9.3,8.8,-2.0,veterano,False
feminino,2021,8.9,6.9,nao,7.917,5.0,2022,7.4916666666,7.0,6.8,-1.0,veterano,False
feminino,2022,9.8,5.7,nao,7.667,10.0,2022,7.5,5.0,6.3,0.0,ingressante,False
feminino,2022,9.4,8.5,sim,10.0,10.0,2023,7.5,8.2,8.7,0.0,veterano,False
feminino,2021,9.0,6.6,nao,8.167,5.0,2022,7.5,6.5,6.7,-1.0,veterano,False
feminino,2021,9.4,6.7,nao,8.503333333,10.0,2023,7.5,5.2,8.2,0.0,veterano,False
masculino,2021,9.8,8.1,nao,8.083,5.0,2022,7.755208333400001,8.0,8.2,-1.0,veterano,False
masculino,2021,9.9,5.7,nao,8.113333333,10.0,2023,7.1875,4.3,7.0,0.0,veterano,False
masculino,2022,9.2,7.1,nao,6.0,5.0,2022,7.3645833332,7.5,6.7,-1.0,ingressante,False
masculino,2022,8.3,6.0,nao,6.173333333,5.0,2023,5.78125,5.7,6.2,-1.0,veterano,False
masculino,2017,8.4,7.6,nao,7.667,5.0,2022,7.072916666599999,8.2,5.7,-1.0,veterano,False
feminino,2017,6.6,2.9,nao,6.111,5.0,2022,6.7979166666,5.7,2.9,-1.0,veterano,True
feminino,2022,8.7,9.2,nao,7.083,5.0,2022,7.760416666599999,9.2,9.2,-1.0,ingressante,False
feminino,2022,9.7,7.8,sim,9.84,5.0,2023,6.25,7.5,8.0,-1.0,veterano,False
masculino,2021,9.3,8.7,nao,7.417,5.0,2022,7.7666666666,8.7,8.7,-2.0,veterano,False
feminino,2022,8.6,6.8,nao,7.0,10.0,2022,7.7395833332,7.0,6.7,0.0,ingressante,True
feminino,2022,10.0,9.3,nao,7.833333333,5.0,2023,7.5,9.3,9.3,-1.0,veterano,True
masculino,2021,7.4,5.1,nao,6.833,5.0,2022,7.270833333400001,5.3,4.8,-2.0,veterano,False
masculino,2022,8.6,7.2,nao,6.583,5.0,2022,7.0,7.7,6.6,-2.0,ingressante,False
masculino,2022,9.9,6.1,nao,6.265,5.0,2023,5.625,6.5,5.7,-2.0,veterano,False
masculino,2022,6.2,7.1,nao,6.333,5.0,2022,6.95625,7.0,7.2,-2.0,ingressante,False
masculino,2022,8.3,8.8,nao,8.165,5.0,2023,7.5,8.9,8.6,-2.0,veterano,False
feminino,2021,6.7,9.1,sim,8.417,5.0,2022,7.8333333332,9.1,9.1,-2.0,veterano,False
feminino,2021,7.8,7.3,nao,8.08,5.0,2023,6.875,6.7,7.8,-2.0,veterano,False
feminino,2020,8.1,8.5,nao,8.083,5.0,2022,7.9583333332,8.8,8.2,-2.0,veterano,False
feminino,2020,9.8,6.5,nao,7.946666667,5.0,2023,7.916666667,5.5,7.5,-1.0,veterano,False
masculino,2022,8.4,7.3,nao,7.583,5.0,2022,7.958333333400001,7.1,7.6,-1.0,ingressante,False
feminino,2022,3.5,2.3,nao,7.083,5.0,2022,6.760416666599999,2.3,2.3,-2.0,ingressante,False
feminino,2022,7.9,4.9,nao,6.59,5.0,2023,5.625,5.5,4.3,-2.0,veterano,False
feminino,2019,2.0,1.2,nao,5.833,5.0,2022,5.8270833334,1.3,2.2,-2.0,veterano,False
masculino,2020,8.9,6.9,nao,8.0,5.0,2022,7.854166666599999,7.0,6.8,-2.0,veterano,False
masculino,2020,9.0,6.5,nao,7.113333333,5.0,2023,7.083333333,5.7,7.3,-1.0,veterano,False
masculino,2019,5.1,8.0,nao,5.833,5.0,2022,6.458333333400001,8.7,7.3,-2.0,veterano,False
masculino,2019,5.6,6.7,nao,6.836666667,5.0,2023,7.5,5.5,7.8,-2.0,veterano,False
masculino,2021,8.7,7.8,nao,7.25,5.0,2022,7.3208333334,8.0,7.7,-1.0,veterano,False
masculino,2021,9.6,7.5,nao,8.166666667,5.0,2023,6.875,6.7,8.2,-1.0,veterano,False
masculino,2019,6.9,8.0,nao,7.25,5.0,2022,6.958333333400001,8.5,7.5,-2.0,veterano,False
masculino,2019,8.0,7.4,nao,7.223333333,5.0,2023,7.5,6.7,8.0,-2.0,veterano,False
feminino,2022,8.7,4.9,nao,7.917,5.0,2022,7.489583333400001,4.8,5.0,-1.0,ingressante,True
feminino,2022,9.5,5.4,nao,7.675,5.0,2023,5.625,4.5,6.3,-2.0,veterano,False
masculino,2022,8.1,6.7,nao,5.417,5.0,2022,7.541666666599999,7.3,6.0,-1.0,ingressante,False
masculino,2022,8.7,5.6,nao,7.443333333,5.0,2023,6.875,5.0,6.2,-1.0,veterano,False
feminino,2021,7.3,5.4,nao,7.917,5.0,2022,7.5520833332,5.0,5.8,-2.0,veterano,False
feminino,2022,8.9,9.2,nao,7.417,10.0,2022,8.145833333199999,9.2,9.2,0.0,ingressante,False
feminino,2022,9.1,7.8,nao,8.39,10.0,2023,7.916666667,6.3,9.2,0.0,veterano,False
feminino,2021,4.6,4.2,nao,6.083,5.0,2022,6.989583333400001,5.0,3.3,-2.0,veterano,False
masculino,2021,5.3,5.9,nao,7.095,5.0,2023,5.625,7.0,4.7,-2.0,veterano,False
feminino,2021,8.1,7.6,nao,7.917,10.0,2022,7.8125,8.2,7.0,0.0,veterano,False
feminino,2021,9.5,8.4,nao,8.443333333,10.0,2023,8.125,7.5,9.3,0.0,veterano,False
feminino,2021,8.1,8.1,nao,8.333,5.0,2022,6.614583333400001,7.8,8.3,-1.0,veterano,False
masculino,2022,5.9,5.0,nao,5.5,10.0,2022,6.927083333400001,4.0,6.0,0.0,ingressante,True
masculino,2022,9.0,8.4,nao,8.113333333,5.0,2023,8.125,8.1,8.7,-1.0,veterano,False
feminino,2022,7.5,4.4,nao,6.583,10.0,2022,7.55625,5.8,3.0,0.0,ingressante,False
masculino,2022,7.7,8.4,nao,6.75,10.0,2022,8.1020833334,9.3,7.4,0.0,ingressante,True
masculino,2022,8.8,8.0,nao,9.34,5.0,2023,7.5,8.3,7.7,-1.0,veterano,False
feminino,2022,8.7,8.1,nao,7.25,10.0,2022,7.775,8.5,7.8,0.0,ingressante,True
feminino,2022,9.1,8.6,nao,7.01,5.0,2023,6.5625,8.2,8.9,-1.0,veterano,False
feminino,2021,8.2,8.3,nao,8.25,5.0,2022,7.5,8.7,8.0,-2.0,veterano,False
feminino,2021,8.7,7.8,nao,8.67,5.0,2023,9.53125,7.8,7.7,-1.0,veterano,False
feminino,2019,8.5,7.3,nao,7.083,5.0,2022,7.708333333400001,7.3,7.2,-2.0,veterano,False
feminino,2019,7.6,6.8,nao,7.45,5.0,2023,7.5,6.2,7.3,-1.0,veterano,False
feminino,2022,8.5,5.1,nao,6.917,5.0,2022,6.96875,6.0,4.2,-1.0,ingressante,False
feminino,2022,8.7,6.2,nao,8.893333333,10.0,2023,8.333333333,4.3,8.0,0.0,veterano,True
feminino,2022,7.2,7.3,nao,7.417,5.0,2022,6.833333333400001,8.0,6.5,-2.0,ingressante,False
feminino,2021,9.0,7.3,sim,8.583,5.0,2022,8.0416666666,7.8,6.7,-2.0,veterano,False
feminino,2021,9.0,8.1,nao,8.393333333,5.0,2023,8.333333333,7.7,8.5,-1.0,veterano,False
masculino,2022,8.5,5.4,nao,7.0,5.0,2022,6.75,4.7,6.2,-2.0,ingressante,False
feminino,2022,9.2,9.0,sim,9.167,5.0,2022,7.7666666666,8.5,9.5,-1.0,ingressante,False
feminino,2022,7.8,7.5,nao,7.783333333,10.0,2023,7.291666667,7.0,8.0,0.0,veterano,False
feminino,2022,8.1,5.7,nao,7.5,10.0,2022,7.645833333400001,7.7,3.7,0.0,ingressante,False
feminino,2022,9.3,6.0,nao,8.336666667,10.0,2023,8.4375,4.2,7.8,0.0,veterano,True
masculino,2022,7.3,5.9,nao,7.083,10.0,2022,7.5,6.0,5.8,0.0,ingressante,True
feminino,2022,9.0,7.2,nao,7.5,5.0,2022,7.729166666599999,7.3,7.0,-1.0,ingressante,True
feminino,2022,8.7,9.1,nao,8.925,5.0,2023,6.875,9.0,9.2,-2.0,veterano,False
feminino,2022,8.4,6.3,nao,7.417,5.0,2022,7.5625,7.3,5.2,-2.0,ingressante,False
feminino,2022,6.9,5.1,nao,7.095,5.0,2023,5.625,4.2,6.0,-2.0,veterano,False
feminino,2022,8.7,7.3,nao,7.5,5.0,2022,7.40625,8.3,6.2,-1.0,ingressante,True
feminino,2022,7.9,4.8,nao,7.5,5.0,2022,7.177083333400001,4.8,4.8,-1.0,ingressante,True
feminino,2022,9.1,7.1,nao,9.01,5.0,2023,7.5,7.3,6.8,-2.0,veterano,False
masculino,2021,8.5,8.1,nao,7.75,5.0,2022,7.177083333400001,8.5,7.7,-1.0,veterano,False
masculino,2021,9.3,7.0,nao,8.893333333,5.0,2023,8.125,5.7,8.2,-1.0,veterano,False
masculino,2022,9.1,7.2,nao,7.417,10.0,2022,7.53125,7.7,6.7,0.0,ingressante,False
masculino,2022,8.0,7.2,nao,7.113333333,10.0,2023,6.875,6.0,8.3,0.0,veterano,False
feminino,2022,7.6,8.8,nao,7.917,5.0,2022,8.09375,8.2,9.4,-2.0,ingressante,False
feminino,2022,8.0,3.1,nao,6.94,5.0,2023,6.041666667,1.2,5.0,-1.0,veterano,True
masculino,2022,9.0,9.1,nao,8.25,5.0,2022,7.38125,9.6,8.6,-1.0,ingressante,True
masculino,2022,9.7,9.1,sim,10.0,5.0,2023,7.5,9.0,9.2,-2.0,veterano,False
masculino,2022,7.7,8.8,nao,7.25,5.0,2022,8.2416666666,9.5,8.1,-1.0,ingressante,False
masculino,2022,9.0,7.3,nao,8.425,5.0,2023,5.625,7.3,7.3,-1.0,veterano,True
masculino,2019,8.9,6.8,nao,5.167,5.0,2022,7.28125,7.1,6.4,-2.0,veterano,False
masculino,2019,7.7,3.4,nao,6.32,5.0,2023,4.375,3.3,3.5,-2.0,veterano,False
feminino,2022,9.0,9.5,sim,8.417,5.0,2022,8.4479166666,9.6,9.4,-2.0,ingressante,False
feminino,2022,9.9,6.4,nao,9.23,5.0,2023,7.65625,4.8,8.0,-1.0,veterano,False
feminino,2022,8.6,9.1,sim,8.417,10.0,2022,7.6875,9.4,8.8,0.0,ingressante,True
feminino,2022,9.9,9.0,sim,9.925,5.0,2023,7.5,9.0,9.0,-1.0,veterano,False
masculino,2022,5.8,7.9,nao,6.917,5.0,2022,7.114583333400001,7.8,8.1,-1.0,ingressante,True
masculino,2022,6.1,5.6,nao,6.67,5.0,2023,6.875,5.7,5.4,-2.0,veterano,False
masculino,2022,9.2,9.5,nao,8.083,10.0,2022,7.677083333400001,9.8,9.3,0.0,ingressante,True
masculino,2022,9.5,9.2,sim,10.0,5.0,2023,7.5,9.2,9.2,-1.0,veterano,False
masculino,2022,7.9,5.7,nao,7.25,5.0,2022,7.7854166666,5.6,5.8,-1.0,ingressante,True
masculino,2022,8.7,6.1,nao,6.59,5.0,2023,5.625,5.4,6.8,-2.0,veterano,False
feminino,2022,9.3,9.7,sim,8.5,5.0,2022,7.6875,9.9,9.6,-1.0,ingressante,True
feminino,2022,9.6,9.3,sim,10.0,5.0,2023,7.5,9.5,9.0,-2.0,veterano,False
feminino,2017,9.1,8.7,sim,9.292,10.0,2022,8.6041666666,9.3,8.3,0.0,veterano,False
masculino,2021,9.2,8.8,sim,8.917,5.0,2022,8.03125,9.3,8.2,-2.0,veterano,False
masculino,2021,8.8,6.3,nao,7.84,5.0,2023,7.083333333,5.8,6.8,-1.0,veterano,False
masculino,2022,9.4,8.2,nao,8.25,5.0,2022,8.175,8.8,7.5,-1.0,ingressante,False
masculino,2022,9.7,8.4,nao,8.12,5.0,2023,8.333333333,8.7,8.0,-1.0,veterano,False
masculino,2022,9.7,6.7,nao,7.083,2.5,2022,6.958333333400001,7.3,6.0,-3.0,ingressante,False
masculino,2022,9.1,5.8,nao,7.67,5.0,2023,7.8125,6.2,5.3,-2.0,veterano,False
